	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
12231	ISG20L2	0.0600710014	0.0685496945	0.0602031888	0.0862295207	0.0562745966	0.0541842178	0.0579204623
12232	ISL1	0	0	0	0	0	0	0
12233	ISL2	0	0	0	0.0024693505	0	0	0
12234	ISLR	0	0	0	0	0	0	0
12235	ISLR2	0	0	0	0	0	0	0
12236	ISM1	0.0012829889	0	0	0	0	0	0
12237	ISM1.AS1	0	0	0	0	0	0	0
12238	ISM2	0	0	0	0	0	0	0
12239	ISOC1	0.0349291018	0.0277703562	0.0414686964	0.039317193	0.0925748888	0.1946531127	0.0268758779
12240	ISOC2	0.0398215676	0.0553759615	0.0846512274	0.1906634273	0.0799369642	0.0757341337	0.0782219677
12241	ISPD	0	0	0	0	0	0	0
12242	ISPD.AS1	0	0	0	0	0	0	0
12243	IST1	0.0650969963	0.0542195685	0.0671099619	0.0572861635	0.1261562506	0.0593231245	0.0458134215
12244	ISX	0	0	0	0	0	0	0
12245	ISY1	0.0687852201	0.2510926995	0.0724079274	0.0873343201	0.1345760545	0.1139124922	0.0674539849
12246	ISY1.RAB43	0	0	0	0	0	0	0
12247	ISYNA1	0.0191646691	0.0124563854	0.0199216356	0.0069630489	0.0386978363	0.0295684198	0.0072534674
12248	ITCH	0.0095665396	0.0132107282	0.0107767855	0.0237819899	0.0529019962	0.0326129468	0.0310312112
12249	ITCH.AS1	0.0029226387	0.0054415451	0	0	0	0	0
12250	ITFG1	0.060261808	0.0764437824	0.0776692463	0.0643313415	0.110316025	0.0736001375	0.0353286578
12251	ITFG2	0.0706857345	0.070601808	0.0661259136	0.0281550059	0.109866707	0.0909665756	0.0203118817
12252	ITFG3	0.0231915753	0.0172864376	0.0126287346	0.0234778984	0.02571988	0.0201529124	0.0275110373
12253	ITFG3.1	0	0	0	0	0	0	0
12254	ITGA1	0.003881349	0	0.007430427	0	0	0	0.0011153627
12255	ITGA10	0	0	0.0045161375	0.0023030972	0.0044616938	0.0079447295	0
12256	ITGA11	0	0	0	0	0	0	0
12257	ITGA2	0.001431835	0	0	0	0	0	0
12258	ITGA2B	0.0027350677	0	0	0.2628836496	0	0	0.0044692351
12259	ITGA3	0.0023054333	0.0105454345	0	0.0023373474	0.0049367464	0.0035960183	0.0044692351
12260	ITGA4	0.08625714	0.1669794136	0.1244887757	0.1366926548	0.1210544815	0.1384624957	0.088722201
12261	ITGA5	0.0163768499	0	0.0104076064	0.0405736715	0.0464439719	0.0264309302	0.0324328748
12262	ITGA6	0.0454533333	0.0054885157	0.0236280269	0.0030883274	0	0.0203917	0.0030930339
12263	ITGA7	0	0	0	0.0031015042	0	0	0
12264	ITGA8	0	0	0	0	0	0	0
12265	ITGA9	0	0	0	0	0	0	0
12266	ITGAD	0	0	0	0	0	0	0
12267	ITGAE	0.0987700939	0.2173741614	0.1164216919	0.0709441364	0.1457525039	0.1221564577	0.1607868849
12268	ITGAL	0.0594963728	0.04536248	0.0660278051	0.2304218772	0.3711491374	0.1035729946	0.106420467
12269	ITGAM	0.0027958684	0.026463251	0.0026693321	0.0374194026	0.1284531523	0.0042361726	0.1684793287
12270	ITGAV	0.0047294897	0.0067308193	0.0055385073	0.0068164246	0.0044823977	0	0.005634755
12271	ITGAX	0.0048574436	0.0168509725	0.0030824431	0.1197809438	0.0222343171	0.0029494103	0.0563403299
12272	ITGB1	0.069709526	0.0740831523	0.1259355822	0.0946794855	0.0553985617	0.074096142	0.0251608011
12273	ITGB1BP1	0.1339081092	0.1385819703	0.2000382095	0.2091193806	0.3001825862	0.3225656941	0.1783970551
12274	ITGB1BP2	0	0	0	0	0	0	0
12275	ITGB2	0.4073819705	0.2454783497	0.6490311675	1.4155515603	2.4542735104	0.6056984356	1.2337553023
12276	ITGB2.AS1	0.0823951474	0.0968261375	0.1614625203	0.1572049662	0.1546759086	0.0903574731	0.1247349352
12277	ITGB3	0.0014482719	0	0	0.0832363193	0	0	0
12278	ITGB3.1	0	0	0	0	0	0	0
12279	ITGB3BP	0.012970495	0.0158861987	0.0052909368	0.0044792158	0.0139304393	0.0142183761	0.0072534674
12280	ITGB4	0.0010445678	0.0048541359	0	0	0	0	0
12281	ITGB5	0	0	0	0.0068739012	0	0	0
12282	ITGB5.AS1	0	0	0	0	0	0	0
12283	ITGB6	0.0033506169	0	0	0	0	0	0
12284	ITGB7	0.2309780505	0.1296045537	0.2265056229	0.0499690612	0.466095085	0.1962256852	0.0428434895
12285	ITGB8	0	0	0	0	0	0	0
12286	ITGBL1	0	0	0	0	0	0	0
12287	ITIH1	0	0	0	0	0	0	0.0028407116
12288	ITIH2	0	0	0	0	0	0	0
12289	ITIH3	0	0	0	0	0	0	0
12290	ITIH4	0.0013111376	0	0	0.0076843311	0	0	0
12291	ITIH4.AS1	0	0	0	0	0	0	0
12292	ITIH5	0	0	0.0028571059	0	0	0	0
12293	ITIH6	0	0	0	0	0	0	0
12294	ITK	0.1517838015	0.013771505	0.1086357186	0.0163016718	0.102535284	0.1289636343	0.0225043304
12295	ITLN1	0	0	0	0.0072917572	0	0	0
12296	ITLN2	0	0	0	0	0	0	0
12297	ITM2A	0.3116748609	0.0321551581	0.3442905776	0.0125566566	0.2030404371	0.1665751372	0.0158303976
12298	ITM2B	2.0730892666	1.5726915046	2.3420088425	2.5028836195	2.3047945005	2.2593704148	1.9810373581
12299	ITM2C	0.0630767319	0.3101181733	0.067845922	0.029331403	0.009782683	0.1025111856	0.0069873657
12300	ITPA	0.1076757577	0.1638120439	0.1311340788	0.3193878991	0.1849535399	0.0995443051	0.1388720515
12301	ITPK1	0.0091803556	0.0201583472	0.0217389538	0.0779795139	0.0454266739	0.0213380349	0.0990309956
12302	ITPK1.AS1	0	0	0	0.0018484808	0	0	0
12303	ITPKA	0	0	0	0	0	0	0
12304	ITPKB	0.0570544918	0.028629241	0.0433921924	0.0173086159	0.0521412988	0.0558260135	0.0212846975
12305	ITPKB.AS1	0.0009667477	0.0043657233	0	0	0.0041339089	0	0
12306	ITPKC	0.0019511459	0.0028674577	0.0028597355	0.0024767123	0.0107430204	0.0022027503	0.0032720021
12307	ITPR1	0.0170141929	0.0447227569	0.0229217508	0.0211966503	0.0265824293	0.0311597567	0.0303134606
12308	ITPR1.AS1	0	0	0	0	0	0	0
12309	ITPR2	0.0064893135	0.0186859761	0.0053780369	0.0148940231	0	0.0126219697	0.0143251059
12310	ITPR3	0.0203234067	0.0104154552	0.0186452892	0.0057792325	0.050255967	0.0314364405	0.0018646601
12311	ITPRIP	0.0094995144	0.0128617965	0.0127282367	0.0186862489	0.0411682606	0.024343277	0.0279218189
12312	ITPRIPL1	0.0023591053	0.0025159535	0.0093575199	0.0023021854	0.0150047157	0.0053014717	0
12313	ITPRIPL2	0	0	0	0.0057131438	0	0	0.0129723934
12314	ITSN1	0.0060220451	0	0.0050490848	0.0091233878	0	0.0062262081	0.0108463419
12315	ITSN2	0.1402063267	0.2111724884	0.0735343143	0.0877236953	0.1372307452	0.2085038891	0.1057518393
12316	IVD	0.0256336261	0.0065593567	0.026706234	0.0516464105	0.0642069429	0.0612079936	0.021811091
12317	IVL	0	0	0	0	0	0	0
12318	IVNS1ABP	0.0677150946	0.0419061853	0.0757737743	0.0592340593	0.1301443791	0.0667560456	0.0680834945
12319	IWS1	0.040582756	0.043140948	0.0392284377	0.0287692075	0.0628050521	0.0842460664	0.0185193494
12320	IYD	0	0	0	0	0	0	0
12321	IZUMO1	0	0	0	0	0	0	0
12322	IZUMO2	0	0	0	0	0	0	0
12323	IZUMO3	0	0	0	0	0	0	0
12324	IZUMO4	0.0145392664	0.0098324992	0.0121967561	0.0089258205	0.0041339089	0.0216605691	0.0042269453
12325	JADE1	0.0733556584	0.0796021497	0.0356005589	0.0168495431	0.0611918405	0.0397814979	0.0265803669
12326	JADE2	0.0452486932	0.0893385975	0.0517091717	0.0379759717	0.0714545993	0.056676378	0.0239670947
12327	JADE3	0	0.0042567681	0	0.0009399257	0	0	0
12328	JAG1	0	0	0	0	0	0	0
12329	JAG2	0	0	0	0	0	0	0
12330	JAGN1	0.1238960981	0.1229218455	0.1497050086	0.1385601714	0.3960102319	0.1119620803	0.1686318299
12331	JAK1	0.2900181024	0.2298700024	0.2589355374	0.2672447615	0.5190513982	0.2199940866	0.1315822457
12332	JAK2	0.0040935272	0.0075000711	0.0194127038	0.0213483271	0.0136632852	0	0.0221984225
12333	JAK3	0.0593449322	0.0253929468	0.0533035461	0.0391263022	0.0157729606	0.0225393292	0.0313758944
12334	JAKMIP1	0.0022919958	0.0032567619	0.0513106909	0	0.0579910232	0.0343934777	0
12335	JAKMIP2	0.0007514528	0.0039954479	0.0139011064	0	0.0135424288	0.0142958923	0
12336	JAKMIP3	0	0	0	0	0	0	0
12337	JAM2	0	0.0075113002	0	0	0	0	0
12338	JAM3	0.0042513986	0.002427068	0.0025488947	0	0	0	0.0017011927
12339	JARID2	0.0388860514	0.043599899	0.033887554	0.037784783	0.0628872328	0.0187294473	0.0615753436
12340	JARID2.AS1	0.002317349	0	0	0.002195289	0.0035534888	0	0
12341	JAZF1	0.0119865297	0.1174470203	0.0201272203	0.027171539	0.0308768536	0.0128162037	0.0314457143
12342	JAZF1.AS1	0	0	0	0	0	0	0.0035435912
12343	JDP2	0.0018949684	0.025053484	0	0.0439150535	0	0	0.028247323
12344	JHDM1D.AS1	0.0072680266	0.0014012364	0.0118460792	0.0097047526	0.0043123067	0.0049233887	0.0113037901
12345	JKAMP	0.0300498847	0.0382606714	0.0517590276	0.1019870502	0.0372272212	0.0532965575	0.0357659421
12346	JMJD1C	0.0790655365	0.1084459802	0.0765946144	0.0733426327	0.0969328517	0.0789347165	0.0710924803
12347	JMJD1C.AS1	0.0013565653	0	0.0033160113	0	0	0	0
12348	JMJD4	0.0219043646	0.0240478753	0.0266530815	0.0314819458	0.0160274762	0.0246159214	0.0346068761
12349	JMJD6	0.0419735382	0.0504476531	0.0720776924	0.0641157807	0.1542822808	0.0609119202	0.0810706976
12350	JMJD7	0	0	0	0	0	0	0.0049044232
12351	JMJD7.PLA2G4B	0.0025504002	0	0.0021022345	0	0	0.007823467	0
12352	JMJD8	0.0209222492	0.0208968919	0.022730719	0.0231638929	0.0559585649	0.0259233274	0.0379039553
12353	JMY	0.0232462927	0.0029797377	0.0150398382	0.011792252	0.0211312834	0.0126045294	0.0016176986
12354	JOSD1	0.0400930345	0.0515033074	0.030915661	0.0375056151	0.0453863014	0.0505409009	0.0530420517
12355	JOSD2	0.0563679827	0.0322102075	0.0977091295	0.1570093052	0.1013135325	0.1042055333	0.2319496615
12356	JPH1	0	0	0	0	0	0	0
12357	JPH2	0	0	0	0	0	0	0
12358	JPH3	0	0	0	0	0	0	0
12359	JPH4	0	0	0	0.004134565	0	0	0
12360	JPX	0.0425403897	0.0625647754	0.0592534144	0.0401074191	0.0694674474	0.0810298121	0.0503541642
12361	JRKL	0.0167283815	0.0129182512	0.0124884551	0.0049719836	0.0152404016	0.0237358789	0.0192573955
12362	JRKL.AS1	0	0	0	0	0	0	0
12363	JSRP1	0.0022641769	0.005502074	0.0047509214	0.0026159786	0	0	0.0020119582
12364	JTB	0.4956156401	0.4884644594	0.6665274949	0.5827553583	0.7426032722	0.7347299841	0.8752787954
12365	JUN	3.1366658153	2.9656820928	4.4786891408	1.1483805765	2.3824968454	4.1340143235	1.6344855201
12366	JUNB	9.4424852284	5.134222913	10.6628940112	5.8238837401	3.6440267794	7.1526158516	4.4992768063
12367	JUND	0.1142223291	0.1656264254	0.1423895832	0.2433134884	0.1580446115	0.0996625208	0.7787309415
12368	JUP	0	0.0532725701	0.0106834619	0.0412696068	0.0084901961	0.0074154459	0.0486244665
12369	KAAG1	0	0	0	0	0	0	0
12370	KAL1	0	0	0	0	0	0	0
12371	KALRN	0.0039744766	0	0	0.0019699595	0.0158888444	0	0
12372	KANK1	0.0042726418	0	0.0038790295	0.0040841323	0	0	0
12373	KANK2	0	0.0078643884	0	0	0	0	0
12374	KANK3	0	0	0.0085408334	0	0.0104361113	0.0040374319	0
12375	KANK4	0	0	0	0	0	0	0
12376	KANSL1	0.0605935132	0.0684133544	0.0630576989	0.0635997145	0.1037758049	0.0780584955	0.0449393419
12377	KANSL1.AS1	0.0293381243	0.0316516289	0.0251061853	0.0317214564	0.0095656967	0.0560037608	0.0380176193
12378	KANSL1L	0	0	0	0.0098941948	0	0.0127924784	0.0016883777
12379	KANSL2	0.0386063315	0.0571909779	0.0494207045	0.0218885003	0.0678768909	0.0578370559	0.0077296638
12380	KANSL3	0.0154063155	0.0264125964	0.0126441829	0.0066278257	0.0133041018	0.0207728572	0.0238058331
12381	KARS	0.262714174	0.2343325678	0.2842263163	0.2401100648	0.4017668218	0.3872679165	0.1899060528
12382	KAT2A	0.0240435076	0.0348782943	0.0117443817	0.0184172307	0.0352759764	0.0287295386	0.0090537084
12383	KAT2B	0.0071195867	0.0346145955	0.0163540071	0.0169746041	0.0372925134	0.0186457417	0.0174503535
12384	KAT5	0.046242672	0.0585706339	0.0654919567	0.0533995922	0.1289201533	0.1088173026	0.0501661742
12385	KAT6A	0.0583266817	0.0637066827	0.0536395799	0.0663937964	0.0881957625	0.0514594835	0.0339232879
12386	KAT6B	0.037320693	0.0402862413	0.0385806199	0.019467748	0.0375197926	0.041828345	0.0277885366
12387	KAT7	0.0362731408	0.0449524882	0.0588976491	0.021265509	0.0391014822	0.0413450428	0.0403986811
12388	KAT8	0.0592939625	0.0607521772	0.0880612987	0.07244182	0.0746184099	0.0665145178	0.0952452013
12389	KATNA1	0.0382042807	0.0253508113	0.0264376553	0.0193281601	0.0746809297	0.0308664027	0.0332174328
12390	KATNAL1	0.0040541074	0.0069023791	0.0073415281	0	0.0093516611	0.0076500824	0.0038608572
12391	KATNAL2	0	0	0	0.0013584023	0	0	0
12392	KATNB1	0.0168779983	0.0104268709	0.0436340873	0.012171152	0.0495479813	0.0082592968	0.0075337281
12393	KATNBL1	0.0610153388	0.0711572126	0.0911658871	0.0326910004	0.0789430361	0.0459704911	0.0502592741
12394	KAZALD1	0	0	0.0028571059	0.0080211	0	0	0.0019305094
12395	KAZN	0	0	0	0	0	0	0
12396	KB.1000E4.2	0	0	0	0	0	0	0
12397	KB.1043D8.6	0	0	0	0	0	0	0
12398	KB.1043D8.8	0	0	0	0	0	0	0
12399	KB.1047C11.1	0	0	0	0	0	0	0
12400	KB.1047C11.2	0	0	0.0029847287	0	0	0	0.0021144542
12401	KB.1083B1.1	0	0	0	0	0	0	0
12402	KB.1107E3.1	0	0	0	0	0	0	0
12403	KB.1125A3.11	0	0.0034373624	0	0	0	0	0
12404	KB.1183D5.14	0	0	0	0	0	0	0
12405	KB.1184D12.1	0	0	0	0	0	0	0
12406	KB.1205A7.2	0	0	0	0	0	0	0
12407	KB.1208A12.3	0.0139173054	0.0088538235	0.0195490829	0.0078725199	0.00966501	0.0077579203	0.025060427
12408	KB.1254G8.1	0	0	0	0	0	0	0
12409	KB.1299A7.2	0	0	0	0	0	0	0
12410	KB.1410C5.2	0	0	0	0	0	0	0
12411	KB.1410C5.3	0	0	0	0	0	0	0
12412	KB.1410C5.5	0	0	0	0	0	0	0
12413	KB.1440D3.14	0	0	0	0	0	0	0
12414	KB.1448A5.1	0	0	0	0	0	0	0
12415	KB.1458E12.1	0	0	0	0	0	0	0
12416	KB.1460A1.1	0	0	0	0	0	0	0
12417	KB.1460A1.3	0	0	0	0.0112048564	0	0	0
12418	KB.1460A1.5	0.0027671917	0.0050576324	0	0.003943778	0	0	0.0033352997
12419	KB.1466C5.1	0	0	0	0	0	0	0
12420	KB.1471A8.1	0	0	0	0	0	0	0
12421	KB.1507C5.2	0.0058730438	0.0102516526	0.0067749843	0.0024693505	0.0065860685	0.0048889058	0.0052686898
12422	KB.1507C5.4	0	0	0	0.0035006833	0	0	0.0019455915
12423	KB.1517D11.4	0	0	0	0	0	0	0
12424	KB.1562D12.1	0	0	0	0	0	0	0
12425	KB.1568E2.1	0	0	0	0	0	0	0
12426	KB.1592A4.14	0	0	0	0	0	0	0
12427	KB.1592A4.15	0	0	0	0	0	0	0
12428	KB.1608C10.2	0	0	0	0	0	0	0
12429	KB.1615E4.2	0	0	0	0	0	0	0
12430	KB.1615E4.3	0	0	0	0	0	0	0
12431	KB.1639H6.2	0.0014464269	0	0	0	0	0	0
12432	KB.1639H6.4	0	0	0	0	0	0	0
12433	KB.1732A1.1	0.0021027912	0.0021219925	0	0.0087003249	0.0047623174	0	0.0165116975
12434	KB.173C10.1	0	0	0.0032586289	0	0	0	0
12435	KB.173C10.2	0	0	0	0	0	0	0
12436	KB.1930G5.3	0	0	0	0	0	0	0
12437	KB.1930G5.4	0	0	0	0	0	0	0
12438	KB.1958F4.2	0	0	0	0	0	0	0
12439	KB.1980E6.3	0	0	0	0	0	0.0092932603	0
12440	KB.1991G8.1	0	0	0	0	0	0	0
12441	KB.208E9.1	0.0007514528	0	0	0	0	0	0
12442	KB.226F1.1	0	0.0040181678	0	0	0	0.0074083066	0
12443	KB.226F1.2	0	0	0	0	0.0040108929	0	0
12444	KB.431C1.4	0.0048433929	0.0276427736	0	0.0169064832	0.0038871497	0.0062262081	0.0062633387
12445	KB.431C1.5	0	0	0	0	0	0	0
12446	KB.67B5.17	0	0	0	0	0	0	0
12447	KB.7G2.8	0	0	0	0	0	0	0
12448	KB.7G2.9	0	0	0	0	0	0	0
12449	KBTBD11	0.004859616	0	0	0.0113760828	0.0045925042	0	0.0602190174
12450	KBTBD11.OT1	0	0	0	0	0	0	0
12451	KBTBD12	0	0	0	0	0	0	0
12452	KBTBD13	0	0	0	0	0	0	0
12453	KBTBD2	0.0207292015	0.024531954	0.0016754395	0.0359193244	0.024702403	0.0125209402	0.0202447669
12454	KBTBD3	0.0213798884	0.0100863067	0.0161540871	0.0023581997	0.0309158702	0.0313289961	0.012877787
12455	KBTBD4	0.0303971503	0.0360881789	0.0444852719	0.0180971107	0.0677116911	0.0410337731	0.0133092533
12456	KBTBD4.1	0	0.0025789179	0	0	0	0	0
12457	KBTBD6	0.0090811764	0.0079864128	0.0032416303	0	0.0070710574	0	0
12458	KBTBD7	0.0075985256	0.0092328979	0.0171571627	0.0012653004	0.016762732	0.0044085923	0.0073459192
12459	KBTBD8	0.0067056449	0.0228081498	0	0.0046843294	0.007443661	0.0170363234	0.0034722253
12460	KCMF1	0.0240968503	0.0225009657	0.0343505666	0.02915681	0.0443887675	0.0411704075	0.0396843519
12461	KCNA1	0	0	0	0	0	0	0
12462	KCNA10	0	0	0	0	0	0	0
12463	KCNA2	0	0.0011090503	0	0	0	0	0
12464	KCNA3	0.0310052904	0.0194941566	0.0590729255	0.0258796137	0.0506742065	0.0686975922	0.023153016
12465	KCNA4	0	0	0	0	0	0	0
12466	KCNA5	0	0.0011668706	0	0	0	0	0.0072534674
12467	KCNA6	0	0	0	0	0	0	0
12468	KCNA7	0	0	0	0	0	0	0
12469	KCNAB1	0	0	0	0	0.0095246347	0	0.002410023
12470	KCNAB1.AS1	0	0	0	0	0	0	0
12471	KCNAB1.AS2	0	0	0	0	0	0	0
12472	KCNAB2	0.0807612565	0.0719633197	0.0957939585	0.1137067144	0.1550498903	0.0869964277	0.1435462653
12473	KCNAB3	0.0033644711	0	0	0	0.0026720794	0	0
12474	KCNB1	0	0	0	0	0	0	0
12475	KCNB2	0	0	0	0	0	0	0
12476	KCNC1	0	0	0	0	0	0	0
12477	KCNC2	0	0	0	0	0	0	0
12478	KCNC3	0	0	0	0.0171099873	0	0	0.0056279257
12479	KCNC4	0.0011018391	0	0.003810842	0	0	0	0
12480	KCNC4.AS1	0	0	0	0	0	0	0
12481	KCND1	0.0013342481	0	0	0	0	0	0
12482	KCND2	0	0	0	0	0	0	0
12483	KCND3	0	0	0	0.0020347517	0	0	0
12484	KCND3.AS1	0	0	0	0	0	0	0
12485	KCNE1	0	0	0	0.0086901277	0	0	0.0371660778
12486	KCNE1L	0	0	0.0041180949	0.0057875645	0	0	0
12487	KCNE2	0	0	0	0	0	0	0
12488	KCNE3	0.0028959914	0.006028751	0.0031835068	0.0737852562	0	0.0084191658	0.0997842859
12489	KCNE4	0	0	0	0	0	0	0
12490	KCNF1	0	0	0	0	0	0	0
12491	KCNG1	0	0.2075764673	0	0	0.0037757265	0	0.0018646601
12492	KCNG2	0	0	0	0	0	0	0.0057031079
12493	KCNG3	0	0	0	0	0	0	0
12494	KCNG4	0	0	0	0	0	0	0
12495	KCNH1	0	0	0	0	0	0	0
12496	KCNH2	0.0024865959	0	0.0099007935	0	0	0	0
12497	KCNH3	0	0	0	0	0	0.0133704239	0.003388241
12498	KCNH4	0	0	0	0	0	0	0
12499	KCNH5	0	0	0	0	0	0	0
12500	KCNH6	0	0	0	0	0	0	0
12501	KCNH7	0	0	0	0	0	0	0
12502	KCNH8	0	0.0105160827	0.0037525394	0.0015880176	0	0.0078303164	0
12503	KCNIP1	0	0	0	0	0	0	0
12504	KCNIP2	0	0.0024768976	0	0	0	0.0028234804	0
12505	KCNIP2.AS1	0	0	0	0	0	0	0
12506	KCNIP3	0	0	0	0	0	0	0
12507	KCNIP4	0	0	0	0	0	0	0
12508	KCNJ1	0	0	0	0	0	0	0
12509	KCNJ10	0	0	0	0	0	0	0
12510	KCNJ11	0	0	0	0	0	0	0
12511	KCNJ12	0	0	0	0	0	0	0
12512	KCNJ13	0	0	0	0	0.0053171929	0	0
12513	KCNJ14	0.0045503981	0	0	0	0	0.0107757187	0
12514	KCNJ15	0	0	0	0	0	0	0.0045643723
12515	KCNJ16	0	0	0	0	0	0	0
12516	KCNJ2	0	0	0.0030626936	0.0019287962	0	0	0
12517	KCNJ2.AS1	0	0	0	0.0022787306	0	0	0
12518	KCNJ3	0	0	0	0	0	0	0
12519	KCNJ4	0	0	0	0	0	0	0
12520	KCNJ5	0	0	0	0	0	0	0
12521	KCNJ6	0	0	0	0	0	0	0
12522	KCNJ8	0.0010146963	0	0	0	0	0	0
12523	KCNJ9	0	0	0	0	0	0	0
12524	KCNK1	0	0	0	0	0	0	0
12525	KCNK10	0	0	0	0	0	0	0
12526	KCNK12	0.0110674531	0.0077562392	0.0146720791	0	0.010813097	0.0024181078	0.0032353972
12527	KCNK13	0	0	0	0.0016330583	0	0	0
12528	KCNK15	0	0	0	0	0	0	0
12529	KCNK16	0	0	0	0	0	0	0
12530	KCNK17	0	0	0	0	0	0	0
12531	KCNK18	0	0	0	0	0	0	0
12532	KCNK2	0	0	0	0	0	0	0
12533	KCNK3	0	0	0	0	0	0	0
12534	KCNK4	0	0	0	0	0	0	0
12535	KCNK5	0	0	0	0	0	0	0
12536	KCNK6	0.0153077474	0.0040896835	0.0215668513	0.0786881331	0.0039028554	0.035468135	0.1414492021
12537	KCNK7	0.0023967346	0	0	0.0023224123	0	0.0037107171	0.0037632689
12538	KCNK9	0	0	0	0	0	0	0
12539	KCNMA1	0	0	0	0.0152109777	0	0	0
12540	KCNMB1	0.0010493948	0	0	0.0498757485	0.003409259	0	0.0353572013
12541	KCNMB2	0	0	0	0	0	0	0
12542	KCNMB3	0.0021606949	0.0204869749	0	0.0053925561	0.0052688548	0	0.0062242667
12543	KCNMB4	0.0065950657	0.008774622	0.007077757	0.0032343273	0.0043348842	0	0.0037591613
12544	KCNN1	0.0046470572	0.0015966315	0.0050645519	0.0030193772	0	0.004615903	0
12545	KCNN2	0	0	0	0	0	0	0
12546	KCNN3	0	0	0	0.0131875267	0	0	0
12547	KCNN4	0.0222994705	0.0346569315	0.0253339519	0.0156534815	0.0165183085	0.0068519912	0.0210510334
12548	KCNQ1	0.0191907388	0.0142347523	0.0171686699	0.0396127943	0	0.0176674705	0.0344255886
12549	KCNQ1.AS1	0	0	0	0	0	0	0
12550	KCNQ1DN	0	0	0	0.00448713	0	0	0
12551	KCNQ1OT1	0.1418513395	0.0620471724	0.0187124856	0.0580912671	0.0143234151	0.0279794664	0.0242247898
12552	KCNQ2	0.0011463353	0	0.0045692686	0	0	0	0
12553	KCNQ3	0	0	0	0	0	0	0
12554	KCNQ4	0.0014400065	0	0	0	0	0	0
12555	KCNQ5	0.0015586069	0.003828957	0	0.0029018565	0	0	0
12556	KCNQ5.AS1	0	0	0	0	0	0	0
12557	KCNRG	0	0.0036531496	0	0	0	0	0
12558	KCNS1	0	0	0	0	0	0	0
12559	KCNS2	0	0	0	0	0	0	0
12560	KCNS3	0	0	0	0	0	0	0
12561	KCNT1	0	0	0	0	0	0	0
12562	KCNT2	0	0	0	0	0	0	0
12563	KCNU1	0	0	0	0	0	0	0
12564	KCNV1	0	0	0	0	0	0	0
12565	KCNV2	0	0	0	0	0	0	0
12566	KCTD1	0.0023239329	0	0	0.0023373474	0.0061729893	0	0.0017724962
12567	KCTD10	0.0073627601	0.0031850383	0.0080883209	0.0143243188	0.0601624609	0.0224530544	0.0082935881
12568	KCTD11	0.0019326726	0.0077773027	0.0156216099	0.0072453066	0.0303508689	0	0
12569	KCTD12	0.0136490014	0.0237419289	0.0138495099	0.0678382266	0.0121806613	0.0044116882	0.0611025296
12570	KCTD13	0.0184447639	0.0183207274	0.0206319391	0.0358025233	0.0318177508	0.0280145578	0.0189126238
12571	KCTD14	0.0009364496	0	0	0	0	0	0.0023881954
12572	KCTD15	0.0038852834	0	0.0020617801	0.0077235193	0.0126397289	0	0.0056318514
12573	KCTD16	0	0	0	0	0	0	0
12574	KCTD17	0.0149659484	0.0036477614	0.0358326316	0.0119490165	0.0295379283	0.0156911523	0.0206156487
12575	KCTD18	0.027463599	0.037806328	0.0269808255	0.0488012975	0.036685636	0.0282535135	0.0206596254
12576	KCTD19	0	0	0.0031009008	0	0	0	0
12577	KCTD2	0.0061189617	0.004839887	0.0089832898	0.0048658267	0.012497599	0.0038074206	0.0051380672
12578	KCTD20	0.0313330177	0.0334731364	0.030885659	0.0556030015	0.064982153	0.0447126328	0.0444226295
12579	KCTD21	0.0025248141	0.0043657233	0.0111838876	0.0094988357	0.0037488617	0	0.008151023
12580	KCTD21.AS1	0.0031251802	0.0037586357	0.0026176096	0	0.0048297835	0.0076148412	0
12581	KCTD3	0.0027660052	0	0.0031448407	0.0025438847	0	0	0.0067191246
12582	KCTD4	0	0	0	0	0	0	0
12583	KCTD5	0.0277013132	0.048899011	0.034119771	0.0289161182	0.0646441276	0.0338762877	0.0279515952
12584	KCTD6	0.0209590735	0.0323913009	0.020790545	0.0238931963	0.0372257167	0.0245097363	0.0247843412
12585	KCTD7	0.0056735213	0.0118924273	0.007600603	0.0098475919	0.0041636065	0.0048624179	0.0087212876
12586	KCTD8	0	0	0	0	0	0	0
12587	KCTD9	0.005463008	0.0088389409	0.0104148232	0.0029528166	0.0093654741	0.0157572485	0.0019280184
12588	KDELC1	0	0	0.0069932472	0	0	0.0043596419	0
12589	KDELC2	0.011608201	0.0033108196	0.0070200279	0.0069371691	0.0134296426	0.0197751641	0.0037107971
12590	KDELR1	0.0909464449	0.0745864256	0.0704554658	0.184555931	0.1179079075	0.0758385163	0.1946590091
12591	KDELR2	0.1264588521	0.1375673066	0.3251492157	0.2613155964	0.3697742126	0.1842546408	0.2321302345
12592	KDELR3	0	0	0	0	0.0052355377	0	0
12593	KDM1A	0.0224670471	0.026365524	0.0215952523	0.020905622	0.029026697	0.0127948746	0.0239916625
12594	KDM1B	0.0148828077	0.0311729483	0.0106999967	0.0910017618	0.0156550864	0.0029246946	0.0404924226
12595	KDM2A	0.0739894998	0.072358927	0.0882009474	0.0352399369	0.06260601	0.0673574005	0.053982818
12596	KDM2B	0.0434818853	0.0600536577	0.029033202	0.0355691015	0.0590783725	0.0462583346	0.023702564
12597	KDM3A	0.0267651156	0.0086626349	0.0196210944	0.0066058257	0.0163930331	0.0104612019	0.0150617373
