Rows	baseMean	baseSD	AvExpInCluster	AvExpInOtherClusters	foldChange	log2FoldChange	pval	padj	clusters	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
GZMH	0.4752804591	1.977068086	3.9036992223	0.0395764057	98.6370325697	6.6240574927	6.04E-37	1.99E-33	5	GZMH	0.0146859507	0.0276035656	0.0312501323	0.0309151567	3.9036992223	0.1699519954	0.0192136692
GPR56	0.0619992292	0.3934074467	0.507179485	0.0054230478	93.5229603643	6.5472486924	7.64E-15	2.49E-11	5	GPR56	0.0037032059	0.00175403	0.007607018	0.005761846	0.507179485	0.014989561	0.0034803128
AKR1C3	0.0844247031	0.5292704644	0.686172051	0.007951035	86.2997149945	6.4312838898	5.74E-15	1.87E-11	5	AKR1C3	0.0103063908	0.0011668706	0.0219057399	0.0029827606	0.686172051	0.0124542569	0
GNLY	2.1514371534	9.0919301833	17.3922599518	0.2145418299	81.0669880181	6.3410426367	5.56E-34	1.83E-30	5	GNLY	0.092392711	0.1101314658	0.1349263221	0.1080270637	17.3922599518	0.9304219944	0.1790067782
FASLG	0.0236083355	0.2146313402	0.190512867	0.0023971049	79.4762311872	6.3124515556	1.31E-07	0.0004143648	5	FASLG	0.0021261468	0.0014012364	0.0032654783	0	0.190512867	0.009482654	0
PRSS23	0.0656267186	0.3759491954	0.5292398111	0.0067079815	78.8970286094	6.3018990619	4.21E-18	1.38E-14	5	PRSS23	0.0099089949	0.0076708571	0.0028259233	0.0045829075	0.5292398111	0.0092233436	0.0021603098
RAMP1	0.0280049363	0.249093399	0.2254904578	0.0029072898	77.5603659155	6.2772477047	8.21E-08	0.0002603236	5	RAMP1	0.0031423911	0	0.0015145516	0.0018942412	0.2254904578	0.0047484837	0.0055497213
XCL2	0.1132394199	0.6813237334	0.880570989	0.0157223142	56.007721115	5.8075538229	4.42E-15	1.44E-11	5	XCL2	0.0056082558	0.0027835478	0.0059555834	0.0019527604	0.880570989	0.100519935	0.0045654683
SPON2	0.2273069365	1.0609018042	1.7604401889	0.0324671522	54.2221929049	5.7608115561	1.24E-24	4.08E-21	5	SPON2	0.0282620444	0.0162465189	0.0312444704	0.0111397412	1.7604401889	0.0918675921	0.0304049856
CCL4	0.486279467	3.0078272817	3.7333795322	0.0736184831	50.7125299988	5.6642703457	1.99E-13	6.44E-10	5	CCL4	0.0236452359	0.0619295125	0.0315346919	0.066661695	3.7333795322	0.2113526143	0.1202975212
NKG7	3.5289383753	10.0060908124	26.9849093853	0.5480126629	49.2413975297	5.6217998027	1.93E-89	6.38E-86	5	NKG7	0.1197957827	0.1462578935	0.1840424554	0.3280699261	26.9849093853	3.2857398427	0.2359934058
KLRF1	0.0375251192	0.2648490536	0.2861040071	0.0059342207	48.2125660115	5.591337311	5.42E-11	1.75E-07	5	KLRF1	0.0119195209	0.0037274789	0.0053895969	0.0044836704	0.2861040071	0	0.0018646601
SH2D1B	0.0360372735	0.2623583064	0.2735185613	0.0058567247	46.7016248171	5.5454008391	3.16E-10	1.02E-06	5	SH2D1B	0.0042912969	0.0023475864	0.0017709334	0.0195534901	0.2735185613	0.0048324954	0.0052471804
PRF1	0.625393416	2.3007019287	4.73883523	0.1026325179	46.1728439139	5.5289726896	3.20E-40	1.05E-36	5	PRF1	0.050530286	0.0369783082	0.081898397	0.0480408078	4.73883523	0.5005110012	0.0381141586
XCL1	0.0595487106	0.3730146076	0.4500453883	0.0099220468	45.3581200216	5.5032889404	1.28E-13	4.16E-10	5	XCL1	0.0013565653	0.0027835478	0.0017709334	0	0.4500453883	0.0715344129	0.0028643085
C1orf21	0.0503895345	0.3047159817	0.3807625268	0.0084037498	45.3086460223	5.5017144737	5.61E-15	1.83E-11	5	C1orf21	0.0011933212	0.0065524762	0	0.0052282268	0.3807625268	0.0336695763	0.0147962112
FCRL6	0.0606495296	0.3614511584	0.4579413068	0.0101593037	45.0760523111	5.494289267	6.31E-15	2.06E-11	5	FCRL6	0.0036750693	0.0046840573	0.0197106864	0.0056917402	0.4579413068	0.0413950642	0.002186655
TTC38	0.0861968586	0.5225460758	0.6437219899	0.0153432154	41.9548296481	5.3907649916	1.05E-13	3.42E-10	5	TTC38	0.0074619794	0.0189003436	0.0084985437	0.0170322817	0.6437219899	0.0443276695	0.0106306279
KLRD1	0.1142869672	0.5359006303	0.8493021098	0.0208768272	40.6815702003	5.3463034593	1.90E-23	6.23E-20	5	KLRD1	0.0109223413	0	0.0068886868	0.0056233368	0.8493021098	0.1086346037	0.0186756641
S1PR5	0.0742609398	0.3844859838	0.5473262479	0.0141409584	38.7050319077	5.2744492333	1.75E-19	5.73E-16	5	S1PR5	0.0047300095	0.0111736024	0.0116880725	0	0.5473262479	0.0755135238	0.0042847851
CLIC3	0.1533312317	0.8141048453	1.1299103783	0.0292216867	38.6668432017	5.2730250811	1.88E-17	6.12E-14	5	CLIC3	0.015613237	0.0353226324	0.0121312742	0.0108287622	1.1299103783	0.1284761417	0.0062391477
CD160	0.068113365	0.6619301423	0.4948288993	0.0138837913	35.6407619103	5.1554562733	1.28E-05	0.0396326703	5	CD160	0.0052107632	0.0131670837	0	0.0017225475	0.4948288993	0.0755013374	0.0070762397
KIR3DL2	0.0266925474	0.2401422729	0.1917578191	0.005715061	33.5530660958	5.0683727015	1.30E-06	0.0040715073	5	KIR3DL2	0.0066983034	0	0.0042273505	0.0020895869	0.1917578191	0.0160879499	0.0054197693
CST7	0.7954718998	3.1538421912	5.6178483543	0.1826153285	30.7632902421	4.9431379077	2.24E-28	7.35E-25	5	CST7	0.0543640361	0.0554298432	0.1512518571	0.0396829803	5.6178483543	1.1022216647	0.0276636334
IFNG	0.0368140684	0.2663622967	0.2510778098	0.0095841449	26.1972051743	4.7113410022	3.07E-09	9.83E-06	5	IFNG	0.0046722861	0.0102409203	0.0269028564	0.0037561072	0.2510778098	0.0245577172	0
KLRC1	0.0322979198	0.2663380566	0.2074266177	0.0100415127	20.6569093018	4.3685525084	3.27E-07	0.0010297837	5	KLRC1	0.0024428295	0.0024768976	0	0.0022769461	0.2074266177	0.073282533	0
GZMA	0.769531088	2.2280868172	4.9335943987	0.240336906	20.5278268793	4.3595090036	2.94E-53	9.71E-50	5	GZMA	0.0873344384	0.0183033694	0.213512149	0.0442867566	4.9335943987	1.4680930303	0.0379922835
GPR114	0.0189165921	0.1721962359	0.1164842275	0.0065171108	17.8735992349	4.1597582763	1.61E-05	0.0496217036	5	GPR114	0	0.0161796155	0.0095827837	0.0019699595	0.1164842275	0.0199906486	0.0023047007
TBX21	0.0634115518	0.3239095742	0.3883161573	0.0221207226	17.5544065186	4.1337613171	1.04E-14	3.40E-11	5	TBX21	0.0146532075	0.0232392795	0.0159033801	0.0116380928	0.3883161573	0.0639310838	0.0185794258
HAVCR2	0.0735223332	0.5755944702	0.4319611205	0.0279697788	15.4438518855	3.9489607182	1.64E-05	0.0505396043	5	HAVCR2	0.0067463013	0.0064638071	0.0107856788	0.0947957384	0.4319611205	0.0118933854	0.0617091472
IL2RB	0.1004683043	0.4360851028	0.5867437408	0.0386695004	15.1732951008	3.9234625166	4.28E-18	1.40E-14	5	IL2RB	0.0274865532	0.0122710018	0.0718438035	0.0140763981	0.5867437408	0.1247660048	0.0182611296
PLEKHF1	0.0742658848	0.4060759671	0.419427531	0.0304006692	13.7966545374	3.7862465744	3.64E-12	1.18E-08	5	PLEKHF1	0.020669149	0.031170063	0.0474386841	0.0089180269	0.419427531	0.1019056813	0.0021603098
MATK	0.106744466	0.4493004277	0.5908670313	0.0452192619	13.0667110943	3.7078241538	2.33E-21	7.63E-18	5	MATK	0.0230852498	0.022629392	0.0217054756	0.0071976774	0.5908670313	0.2464601505	0.0120592626
RP11.81H14.2	0.0262924697	0.1884615919	0.1444201178	0.0112800985	12.8030901234	3.6784201526	2.74E-07	0.0008642703	5	RP11.81H14.2	0.0078470616	0.0064657592	0.0045122443	0.0428893249	0.1444201178	0.0120660376	0.0023755394
SLAMF7	0.0355576671	0.2325522145	0.1900624368	0.0159222728	11.9368911376	3.5773552427	6.82E-08	0.0002164089	5	SLAMF7	0.0036663226	0.0017380058	0.0082206419	0.0420507679	0.1900624368	0.0525561777	0.0122445707
CTSW	0.9196093919	2.7125839075	4.8999530737	0.4137634041	11.8424032319	3.5658899781	9.70E-52	3.20E-48	5	CTSW	0.3235178647	0.087565613	0.2959547109	0.0629044623	4.8999530737	2.0696400941	0.0614196328
APMAP	0.2084864241	0.7646831286	1.0579994071	0.1005252106	10.5247171431	3.3957095556	2.84E-26	9.34E-23	5	APMAP	0.1103527524	0.0662782676	0.0915249605	0.0958735487	1.0579994071	0.2094660371	0.0445065497
HOPX	0.3430124114	1.3133406907	1.6962220585	0.1710383997	9.917200237	3.3099328853	7.09E-22	2.32E-18	5	HOPX	0.1010537226	0.1455259696	0.147234097	0.0136484204	1.6962220585	0.8078004823	0.016442374
SAMD3	0.1873968302	1.1232622037	0.9051926381	0.0961750266	9.411930209	3.2344906228	1.01E-05	0.031334689	5	SAMD3	0.1004190064	0.0286936031	0.148213801	0.0205746882	0.9051926381	0.3140059746	0.0142580438
CD247	0.5232743589	1.9074841403	2.5261627053	0.2687352751	9.4001902215	3.2326899513	1.42E-13	4.60E-10	5	CD247	0.4152321348	0.0411409917	0.4847914207	0.0350424066	2.5261627053	0.522178691	0.029256712
CCL5	2.5942206037	6.4778395192	12.3211658197	1.358061969	9.0726094247	3.1815175522	1.47E-48	4.86E-45	5	CCL5	0.4203734078	0.2904262147	0.4997478016	1.0906394729	12.3211658197	8.101105516	0.1904091652
ASCL2	0.0802535409	0.3599966445	0.3805691534	0.0420876287	9.0423044809	3.1766904982	4.41E-12	1.43E-08	5	ASCL2	0.0063347925	0.0085671327	0.0032714299	0.1137010398	0.3805691534	0.0576830743	0.1047104092
PLA2G16	0.0536599848	0.2998740656	0.2543503805	0.0281550436	9.0339189063	3.1753519634	4.70E-08	0.0001493024	5	PLA2G16	0.018621627	0.0044277719	0.0213903475	0.0131912718	0.2543503805	0.0928971049	0.0386946081
RGS3	0.0391360875	0.2318563167	0.1850733855	0.0205894989	8.9887270363	3.1681168189	2.50E-07	0.0007902993	5	RGS3	0.0134860468	0.0038734256	0.0198763025	0.0307097434	0.1850733855	0.0444954126	0.0254159387
GZMM	0.4329342566	1.0624425304	2.0390028961	0.2288254051	8.9107365301	3.1555446848	4.77E-37	1.57E-33	5	GZMM	0.3106179719	0.0280379036	0.2537876601	0.0246084267	2.0390028961	0.7375174858	0.0257715919
EOMES	0.0316089983	0.2114539773	0.1453082395	0.0171594157	8.4681344789	3.0820441804	5.61E-06	0.0174704219	5	EOMES	0.0125430572	0.006381047	0.0079632461	0.0066283978	0.1453082395	0.0861361266	0.0015734092
CHST2	0.0415365244	0.2541529109	0.1896490363	0.0227134966	8.3496187181	3.061710319	4.80E-07	0.0015117527	5	CHST2	0.0045532124	0.0413197285	0.0100285953	0.1071981266	0.1896490363	0	0.0019330068
SH2D2A	0.0807810751	0.3920985722	0.3674285528	0.0443521915	8.2843381625	3.0503864448	5.51E-09	1.76E-05	5	SH2D2A	0.0434472239	0.0108216432	0.0872083088	0.0031653494	0.3674285528	0.1237242194	0.0207241222
CD38	0.0408868762	0.2581263151	0.1842619683	0.0226659081	8.1294765446	3.0231624604	5.78E-06	0.0179897777	5	CD38	0.0154744767	0.054879866	0.0276573159	0.0200201517	0.1842619683	0.008780644	0.0160141737
SYNGR1	0.0426370678	0.2571638143	0.1876333974	0.0242100631	7.7502233952	2.9542378957	1.37E-06	0.004288782	5	SYNGR1	0.0072609901	0.0011668706	0	0.0275462376	0.1876333974	0.0035135593	0.1082099333
GTF3C1	0.0339755013	0.2222408065	0.1494818278	0.0192962634	7.7466722292	2.9535766988	1.11E-05	0.0344300133	5	GTF3C1	0.013622024	0.0095305386	0.0169498386	0.0111348107	0.1494818278	0.0691023353	0.0117921792
TPST2	0.2106884333	0.849598702	0.9093750825	0.1218951364	7.4603065307	2.8992349095	2.79E-10	8.98E-07	5	TPST2	0.0857560989	0.0625097081	0.1249154204	0.1962110661	0.9093750825	0.2733615738	0.0795086309
C12orf75	0.2142166926	0.6446474962	0.9118705318	0.1255546514	7.2627379534	2.8605135272	2.05E-24	6.73E-21	5	C12orf75	0.1113916934	0.1585233718	0.1704592652	0.0912607911	0.9118705318	0.2665745028	0.0170530179
CHST12	0.1629128501	0.5886973651	0.6892593871	0.09602157	7.1781724356	2.8436165803	5.53E-13	1.79E-09	5	CHST12	0.0814270164	0.092967208	0.1241763849	0.0449017878	0.6892593871	0.261783884	0.0284155476
CX3CR1	0.1058192824	0.4355474448	0.4420980433	0.0630829572	7.0082009981	2.8090441526	6.32E-13	2.05E-09	5	CX3CR1	0.02149113	0.0290270975	0.0125707763	0.1973987351	0.4420980433	0.0206845974	0.1392017032
PATL2	0.0639050986	0.3308743513	0.2640214287	0.0384731131	6.8624919419	2.7787325501	2.14E-07	0.0006750417	5	PATL2	0.0367931938	0.0802306468	0.0330515104	0.01369393	0.2640214287	0.065605112	0.0075981432
TIGIT	0.1342455117	1.0759986665	0.5542028252	0.0808748133	6.8526009804	2.7766516829	6.78E-09	2.17E-05	5	TIGIT	0.1278596269	0.0050946023	0.172321396	0.005035407	0.5542028252	0.135348124	0.0104297574
YPEL1	0.0330067744	0.2224616463	0.1342556522	0.0201394587	6.6662989409	2.7368860145	3.80E-06	0.0118531008	5	YPEL1	0.0103248264	0.0660657059	0.018246413	0.0048431261	0.1342556522	0.0312705218	0.0031064746
ADRB2	0.0429112212	0.2468730051	0.1743318642	0.0262094963	6.6514770861	2.7336747539	8.37E-07	0.0026307807	5	ADRB2	0.0084904791	0.024452983	0.0240599689	0.0180344578	0.1743318642	0.0823187452	0.0305938141
CD244	0.0425308507	0.2545233018	0.167717883	0.0266213306	6.3001314907	2.6553819396	1.02E-05	0.0315231744	5	CD244	0.0075777682	0.0062172959	0.0283485039	0.0528014126	0.167717883	0.0620522261	0.0359958816
ABHD17A	0.0822454367	0.3873273807	0.3217853974	0.0518032594	6.2116824533	2.6349840798	2.72E-09	8.70E-06	5	ABHD17A	0.0525306886	0.0249113663	0.0597737713	0.0273233464	0.3217853974	0.1203712911	0.0389323459
CCDC28B	0.0494071372	0.265484309	0.1925546273	0.0312150942	6.1686383605	2.62495207	8.39E-07	0.0026357932	5	CCDC28B	0.0352896794	0.0393277384	0.0247956648	0.019903337	0.1925546273	0.0286428764	0.0310054951
FBXO6	0.0616966119	0.2783073765	0.2373881983	0.0393686695	6.029876068	2.5921283507	1.66E-09	5.31E-06	5	FBXO6	0.0095275676	0.0583172292	0.0267449837	0.0789034496	0.2373881983	0.0272970235	0.0683466739
ARPC5L	0.2649724215	1.1911484556	1.0115410957	0.1700939892	5.9469537998	2.5721508679	9.76E-06	0.0302804974	5	ARPC5L	0.1616052967	0.2001835665	0.1856402735	0.110999292	1.0115410957	0.3208478361	0.0863502697
KLRG1	0.2078398541	1.1732562917	0.7821202998	0.1348568449	5.7996336805	2.5359617788	1.00E-09	3.21E-06	5	KLRG1	0.1383306207	0.0231094416	0.0906272223	0.0204791588	0.7821202998	0.5968361853	0.0197006875
LPCAT1	0.0617243712	0.2889415982	0.2299556953	0.0403445238	5.6997994674	2.5109111627	2.78E-08	8.84E-05	5	LPCAT1	0.0272059252	0.0451956226	0.0290741175	0.0599611212	0.2299556953	0.0479393577	0.0494728586
GNPTAB	0.0622260412	0.3650037173	0.2309834396	0.0407793372	5.664227416	2.5018791901	1.13E-06	0.0035356427	5	GNPTAB	0.0276040857	0.0654832573	0.03156195	0.031766259	0.2309834396	0.0583832011	0.0454342983
CD300A.1	0.1595718741	0.510072861	0.5906259222	0.104790936	5.6362310029	2.4947307422	1.61E-13	5.22E-10	5	CD300A	0.0382061132	0.0186964844	0.0633513516	0.3101638881	0.5906259222	0.0845767739	0.200257645
CD8A	0.2106481617	0.7097032716	0.7736633594	0.139096808	5.5620497028	2.4756166368	1.01E-12	3.27E-09	5	CD8A	0.1462213124	0.0310265866	0.1023303637	0.0160466047	0.7736633594	0.5907330959	0.0220834877
TSEN54	0.0736535875	0.298824126	0.2683703214	0.0489078151	5.4872686667	2.4560882145	4.14E-10	1.33E-06	5	TSEN54	0.0716316239	0.0344471589	0.0424916587	0.022488192	0.2683703214	0.0809102013	0.0193153443
PYHIN1	0.0769076432	0.3394960167	0.2790993909	0.0512119012	5.4498931728	2.4462279509	2.45E-08	7.81E-05	5	PYHIN1	0.0460039338	0.0090608682	0.1143801209	0.0247039995	0.2790993909	0.1357198303	0.0142581729
PLEK	0.2458140813	0.6780578369	0.8862722829	0.1644208054	5.3902684685	2.4303571298	7.75E-20	2.54E-16	5	PLEK	0.0357942634	0.2022699208	0.0441075471	0.3852664633	0.8862722829	0.1934806167	0.2798413685
MIB2	0.0800372424	0.3322030297	0.2869115404	0.0537464138	5.3382452895	2.4163655981	1.49E-09	4.77E-06	5	MIB2	0.0605411932	0.0345719476	0.0746087391	0.0210763947	0.2869115404	0.1238949546	0.0177907702
RP4.728D4.2	0.0345135882	0.2035768298	0.1225371993	0.0233270189	5.2530158165	2.3931459284	1.75E-05	0.0540302173	5	RP4.728D4.2	0.0228925433	0.0208850267	0.0226695179	0.0140801445	0.1225371993	0.009379823	0.0439517066
FCGR3A.1	0.6581554303	1.9397753009	2.3297753421	0.4457159293	5.2270407875	2.3859944169	3.00E-25	9.86E-22	5	FCGR3A	0.0389584745	0.0424450125	0.064644168	3.1249475177	2.3297753421	0.083190036	0.0824264821
BPGM	0.050602538	0.2602714321	0.1703278865	0.0353871215	4.8132732868	2.2670183386	8.69E-06	0.0269760104	5	BPGM	0.0357724307	0.0288329118	0.0587586883	0.0384012175	0.1703278865	0.0474951163	0.0127441878
CMC1	0.1171958672	0.4214655951	0.3935965347	0.0820692098	4.7959098857	2.261804551	8.70E-11	2.80E-07	5	CMC1	0.0664354842	0.0513387177	0.0823511289	0.080881805	0.3935965347	0.1886999531	0.0654054907
ZAP70	0.2024448618	0.9406938336	0.6640497519	0.1437813392	4.6184696529	2.2074148885	6.83E-09	2.18E-05	5	ZAP70	0.1901763708	0.021621726	0.223184893	0.0277985489	0.6640497519	0.3718077814	0.0323255784
NCR3	0.1722510216	0.7721560266	0.5612388528	0.122816111	4.5697494245	2.1921150594	3.79E-08	0.0001203703	5	NCR3	0.0493898159	0.1470997195	0.0952969602	0.0129202827	0.5612388528	0.605713022	0.0057448932
PILRB	0.074680075	0.3256123	0.2426967964	0.0533275006	4.5510626549	2.1862034482	7.26E-07	0.0022832368	5	PILRB	0.0548117161	0.0672857783	0.0341824824	0.0466107743	0.2426967964	0.1068591464	0.0185387872
PTPN4	0.1033644203	0.4462829904	0.332648877	0.074225574	4.4815938628	2.1640119129	1.24E-09	3.98E-06	5	PTPN4	0.1009980371	0.0607543562	0.1145174985	0.0199066897	0.332648877	0.1282275998	0.0078595022
RAB7L1	0.0994478256	0.367155735	0.3149925785	0.0720551035	4.3715512597	2.1281453158	7.32E-09	2.34E-05	5	RAB7L1	0.0683745242	0.1160804395	0.054730737	0.0562234224	0.3149925785	0.1148854862	0.0335617818
SLC9A3R1	0.2108908132	0.7443991356	0.658843559	0.1539622871	4.2792528695	2.0973589332	2.77E-06	0.0086568456	5	SLC9A3R1	0.1571527055	0.0641878343	0.2072871808	0.1298497173	0.658843559	0.2744873068	0.123143647
SH2D1A	0.1294082846	0.4499717233	0.3984680668	0.095214551	4.1849492794	2.0652101378	1.57E-09	5.02E-06	5	SH2D1A	0.1149062141	0.0166052435	0.1462310623	0.0237383838	0.3984680668	0.2756292179	0.0171455708
LITAF	0.4681055877	1.4698802118	1.4403782758	0.3445433334	4.1805431604	2.0636903978	1.62E-06	0.0050871025	5	LITAF	0.4004136822	0.3138471526	0.4644952743	0.2063028167	1.4403782758	0.4696983845	0.1928052288
HENMT1	0.0597527788	0.4070165318	0.1810679984	0.0443353119	4.0840583	2.0300034608	1.35E-05	0.0418134495	5	HENMT1	0.0405990411	0.0251046212	0.0408197825	0.0139534066	0.1810679984	0.1559628031	0.015442829
RUNX3	0.1035221408	0.3849411035	0.3130994593	0.076887796	4.0721606728	2.0257944861	5.56E-09	1.78E-05	5	RUNX3	0.0667633268	0.0564759585	0.0522611247	0.1138627038	0.3130994593	0.1578267065	0.0468810798
AOAH.1	0.1519052345	0.4655846966	0.4580697256	0.1129960117	4.0538574673	2.0192953649	1.11E-11	3.60E-08	5	AOAH	0.0473826424	0.0458707574	0.0534918592	0.2957607071	0.4580697256	0.0910169182	0.2210717783
CTSC.1	0.4158145894	1.0338214038	1.2522689237	0.3095129475	4.0459338907	2.0164727469	4.39E-27	1.44E-23	5	CTSC	0.1718996041	0.1166148434	0.2737404383	0.869974242	1.2522689237	0.3676041137	0.3083017932
ITGAL.1	0.1240906321	0.4321029592	0.3711491374	0.092692953	4.0040707032	2.0014674493	5.56E-09	1.78E-05	5	ITGAL	0.0594963728	0.04536248	0.0660278051	0.2304218772	0.3711491374	0.1035729946	0.106420467
SYNE1	0.0695257748	0.3334975646	0.2074669342	0.0519953836	3.9901029661	1.9964259762	2.12E-05	0.0652259038	5	SYNE1	0.0536072107	0.0518031469	0.0692339915	0.0261838207	0.2074669342	0.105837997	0.0180302417
CCL3	0.5012371565	2.2420692438	1.4684407426	0.3783191142	3.8814870505	1.9566094744	1.09E-05	0.0336071909	5	CCL3	0.0307770195	0.0393118504	0.0558518503	0.552458915	1.4684407426	0.0540745038	1.7013204419
SF3B4	0.0951879996	0.3860351793	0.2778258599	0.071977283	3.8599103516	1.9485673405	2.28E-05	0.0699796194	5	SF3B4	0.0580893289	0.0870244004	0.0642368871	0.1006465856	0.2778258599	0.0808618924	0.0628998497
C5orf56	0.1827457555	0.9202938314	0.5241200551	0.1393618587	3.7608572398	1.9110615434	5.93E-10	1.90E-06	5	C5orf56	0.1296358123	0.1586488459	0.166213545	0.1124585161	0.5241200551	0.1963026489	0.1018206279
MYO1F	0.3319638416	0.7380464648	0.9434714556	0.2542497802	3.7108053928	1.8917323432	4.21E-17	1.37E-13	5	MYO1F	0.1262801605	0.0755393147	0.2036697463	0.4969032126	0.9434714556	0.3374738226	0.4588697791
KLRB1	0.0929018015	0.6879005498	0.2634681107	0.0712252102	3.699085059	1.8871684751	2.13E-05	0.0655883302	5	KLRB1	0.095328899	0	0.043826273	0.0031146828	0.2634681107	0.2753549847	0.0148044823
HSH2D	0.1029830738	0.4126567813	0.2907587355	0.0791194147	3.6749353705	1.8777188781	1.18E-05	0.0364996714	5	HSH2D	0.0613059696	0.1449524206	0.033647599	0.1049230999	0.2907587355	0.0540932257	0.085389423
BATF	0.0942541662	0.3747447968	0.26500632	0.0725539567	3.6525412527	1.8689005673	1.67E-05	0.0515832638	5	BATF	0.0754623269	0.0227361976	0.1606672979	0.0340410391	0.26500632	0.100065868	0.0584555192
IL12RB1	0.0875162276	0.3304557341	0.2436567177	0.067672956	3.6005035395	1.8481986852	5.44E-07	0.0017116746	5	IL12RB1	0.0715411244	0.0283784655	0.1031650325	0.0784293259	0.2436567177	0.1042435392	0.0356596244
GIMAP6	0.1152185868	0.3790383303	0.3189416682	0.0893282337	3.5704463742	1.83610445	1.94E-08	6.17E-05	5	GIMAP6	0.1185138315	0.0280025032	0.1255975744	0.0620183649	0.3189416682	0.1445907711	0.0427497173
CD7	0.7691668054	1.6521254422	2.1102675079	0.5987316712	3.5245630209	1.8174444017	6.12E-18	2.00E-14	5	CD7	1.0098728181	0.0692222395	0.8861727178	0.0404407849	2.1102675079	1.2086850827	0.0547993551
PDIA3	0.5024163025	1.5529483935	1.3772966533	0.3912312514	3.5204157342	1.8157458102	2.88E-06	0.0089945376	5	PDIA3	0.3349627816	0.3449453547	0.5373544	0.3953369037	1.3772966533	0.6392194075	0.2587282626
CD63	0.635963728	1.4014515313	1.7430565596	0.4952677199	3.5194229093	1.8153388851	5.19E-18	1.70E-14	5	CD63	0.2601669644	0.1923437031	0.320271931	0.9656715368	1.7430565596	0.4955374301	0.9973102554
ITGB2	0.8966019494	1.615298803	2.4542735104	0.6986436894	3.5129115855	1.8126672666	8.89E-17	2.90E-13	5	ITGB2	0.4073819705	0.2454783497	0.6490311675	1.4155515603	2.4542735104	0.6056984356	1.2337553023
PRKCH	0.1542531919	0.4491552617	0.4203026381	0.1204420299	3.4896675056	1.8030895835	8.33E-11	2.69E-07	5	PRKCH	0.1549937922	0.0434378213	0.2382093682	0.0276698214	0.4203026381	0.2433629298	0.0208741215
ARHGEF3	0.0775504137	0.3300923105	0.2109600447	0.0605959163	3.4814234629	1.7996773069	1.53E-05	0.0473895961	5	ARHGEF3	0.0626242297	0.0467981213	0.0959378985	0.0347003765	0.2109600447	0.0946378812	0.0392730604
RASSF1	0.1142317466	0.5297509264	0.3087706348	0.089508576	3.4496206813	1.7864377325	8.54E-08	0.000270609	5	RASSF1	0.0652008875	0.1057642667	0.0507121514	0.1503480329	0.3087706348	0.1337986336	0.0722453001
MBP	0.1191039852	0.4026226936	0.3206666063	0.0934881964	3.430022385	1.7782179917	6.51E-08	0.0002065915	5	MBP	0.1082271258	0.0489913618	0.1132617356	0.0979084869	0.3206666063	0.098501696	0.0834710472
ARL4C	0.2773184024	0.716806361	0.7433843852	0.2180879373	3.4086451295	1.7691984098	2.95E-11	9.53E-08	5	ARL4C	0.2666703716	0.0779305759	0.3144082976	0.1930190196	0.7433843852	0.3955227027	0.072441611
PPP1R18	0.3969934926	0.9730643887	1.0625218849	0.3124141462	3.4010043975	1.7659608714	1.41E-11	4.54E-08	5	PPP1R18	0.257112623	0.2861626917	0.3739604233	0.3110876097	1.0625218849	0.4447050376	0.3075982412
TSPAN32	0.1089598336	0.4026562808	0.2901097163	0.0859382183	3.3757939377	1.755226843	4.47E-06	0.0139472611	5	TSPAN32	0.0747546216	0.0360746363	0.0721943849	0.1265244122	0.2901097163	0.1255597378	0.1035604184
RARRES3	0.8882737504	1.7511194635	2.3548258849	0.7018954945	3.3549522731	1.7462922431	4.69E-23	1.54E-19	5	RARRES3	0.8491085561	0.2211530569	1.174778146	0.4036733246	2.3548258849	1.3807694734	0.2513347272
TES	0.1000198143	0.3729250197	0.2643313177	0.0791381214	3.3401262644	1.7399026409	8.67E-06	0.0269335435	5	TES	0.0738354872	0.0748432493	0.0812225374	0.1052271648	0.2643313177	0.1126696718	0.0479574631
SKAP1	0.1785907226	0.5090221476	0.4692212441	0.1416556499	3.3124075501	1.7278801892	5.71E-10	1.83E-06	5	SKAP1	0.1867143152	0.0750914755	0.2825716361	0.0185230659	0.4692212441	0.2439822795	0.0332855573
HCST	1.1322713856	1.6967959959	2.9553673664	0.9005813958	3.2816216062	1.7144088956	7.52E-32	2.47E-28	5	HCST	0.8747860997	0.1262062616	1.1585126158	0.7445703291	2.9553673664	1.6186970807	1.0750710084
DNAJC1	0.1143968725	0.4379280273	0.2971933833	0.0911659937	3.2599149224	1.7048343134	2.81E-07	0.0008866841	5	DNAJC1	0.0568561779	0.0564997431	0.089368786	0.10495656	0.2971933833	0.1836186419	0.1150058084
EFHD2	0.2734648527	0.9745282761	0.7094348409	0.2180591674	3.2534052547	1.7019505404	5.51E-12	1.78E-08	5	EFHD2	0.0570582599	0.0872924003	0.0949506885	0.5678924749	0.7094348409	0.110989607	0.5499158652
ADAM8	0.0869134702	0.4692583239	0.2247492931	0.0693964658	3.2386273647	1.6953824817	2.95E-06	0.0092279847	5	ADAM8	0.0396826317	0.0722885297	0.0593101195	0.0489703136	0.2247492931	0.0765473686	0.1433479231
C9orf142	0.3563536287	1.3864056993	0.9206373089	0.2846410686	3.2343797521	1.6934890772	3.39E-10	1.09E-06	5	C9orf142	0.2193641321	0.2135477159	0.257696778	0.218852136	0.9206373089	0.6870348301	0.2609473354
